experiment_id,run_id,max_depth,n_estimators,accuracy,precision,recall,f1_score
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,5,50,0.22749391727493917,0.1840557264626557,0.22749391727493917,0.18135013830079938
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,5,100,0.21735604217356042,0.18503516266274272,0.21735604217356042,0.17243392524284967
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,5,200,0.21248986212489862,0.14370163898988106,0.21248986212489862,0.16714672274229375
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,7,50,0.22343876723438766,0.18681398140885203,0.22343876723438766,0.1819483082208189
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,7,100,0.21695052716950528,0.18909600848888278,0.21695052716950528,0.17709064129981
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,7,200,0.21897810218978103,0.199973432230872,0.21897810218978103,0.1769741663706277
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,10,50,0.20559610705596107,0.18118335499854002,0.20559610705596107,0.18046275366764689
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,10,100,0.20316301703163017,0.1747505708505004,0.20316301703163017,0.17359778150176028
341425951379767278,7376ba5b8e314087a138baa4a2ca21f0,10,200,0.20965125709651258,0.17625846578418716,0.20965125709651258,0.1765051469053398
