experiment_id,run_id,max_depth,n_estimators,accuracy,precision,recall,f1_score,Result
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,5,50,0.2222501255650427,0.14286059077620555,0.2222501255650427,0.16944603727090096,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,5,100,0.2162230035158212,0.13761843311064004,0.2162230035158212,0.16015730657285127,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,5,200,0.21747865394274235,0.1378449053976738,0.21747865394274235,0.1592846700846234,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,7,50,0.22212456052235058,0.18743598365160546,0.22212456052235058,0.17316576724127417,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,7,100,0.2188598694123556,0.29633212474299436,0.2188598694123556,0.16899087184926415,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,7,200,0.22413360120542442,0.1443103381574623,0.22413360120542442,0.1718002294535575,YES
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,10,50,0.212707182320442,0.19672412215382468,0.212707182320442,0.17519207624954033,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,10,100,0.21421396283274735,0.1993390747825962,0.21421396283274735,0.17310957713047506,NO
842301106841729314,c44fd1f583264fdca88b7971363ff4e4,10,200,0.22212456052235058,0.20767595395689176,0.22212456052235058,0.17733862338923814,NO
